65380	76121	12	32
65380	76122	52	73
65381	76123	16	37
65381	76124	54	75
65382	75419	17	39
65382	76126	56	77
65383	76127	16	37
65383	76128	54	75
65384	76129	6	28
65384	76130	44	66
65385	75197	49	69
65386	75478	19	39
65386	76133	62	83
65388	76136	13	35
65388	76137	50	71
65389	76138	13	35
65389	76139	46	67
65390	76140	7	28
65390	76141	39	60
65391	76142	51	73
65391	96342	14	35
65392	76143	7	28
65392	76144	45	66
65393	76145	14	34
65393	76146	48	69
65394	76147	13	33
65394	76148	51	72
65395	76149	17	38
65395	76150	59	80
65396	75164	14	35
65396	76152	52	73
65406	76164	6	27
65406	76165	45	67
65408	76168	5	28
65408	76169	42	63
65410	76172	7	28
65410	76173	50	71
65412	76176	56	77
65412	96344	16	38
65414	96345	29	50
65414	96346	68	89
65415	76181	11	32
65415	76182	47	69
65416	76183	8	29
65416	76184	43	65
65417	76185	6	27
65417	76186	44	66
65418	76187	6	27
65418	76188	44	65
65419	76189	43	63
65419	98447	5	25
65420	76190	9	30
65420	76191	44	64
65421	76192	48	69
65422	76193	6	25
65422	76194	42	64
65423	76195	42	64
65424	76196	6	27
65424	76197	44	66
65425	76198	12	33
65425	76199	42	63
65426	76200	40	61
65427	76201	7	28
65427	76202	44	64
65428	76203	7	28
65428	76204	45	66
65429	76205	5	26
65429	76206	43	64
65430	76207	6	26
65430	76208	44	65
65431	76209	5	26
65431	76210	40	61
65432	76211	49	70
65432	98448	8	29
65433	76212	11	32
65433	96347	47	67
65434	76213	7	28
65445	76233	16	37
65445	76234	58	79
65446	76235	18	39
65446	76236	57	79
65447	76237	48	69
65448	76238	19	39
65448	76239	61	83
65449	76240	23	43
65449	76241	61	82
65450	76242	16	37
65450	76243	51	71
65451	76244	60	79
65452	76245	11	31
65452	76246	47	67
65453	76247	16	38
65453	76248	55	76
65454	76249	25	46
65454	76250	63	84
65455	76251	26	47
65455	76252	61	81
65456	76253	16	37
65456	76254	50	72
65457	76255	6	27
65457	76256	42	63
65458	76257	15	37
65458	76258	50	72
65459	76259	16	38
65459	76260	52	73
65465	76269	66	87
65467	76272	16	38
65468	76273	18	39
65468	96351	54	75
65469	76274	20	42
65775	76727	57	76
65780	76734	15	36
65780	76735	50	71
66062	77042	10	31
66063	77043	17	39
66063	77044	53	75
66064	77045	11	32
66064	77046	48	68
66066	77049	14	36
66066	77050	55	76
66135	77154	6	28
66135	77155	49	70
66136	77156	6	28
66136	77157	44	65
66249	77274	71	92
66253	77280	51	72
66259	77288	16	37
66263	77294	18	39
66321	77370	20	40
66321	77371	63	84
66323	77373	64	85
66325	77376	50	71
66326	77376	52	73
66327	77378	17	38
66331	77383	14	35
66331	77384	58	79
66333	77387	15	37
66333	77388	47	68
66996	78138	54	76
66997	78139	50	70
66998	78140	62	83
66998	98543	24	45
66999	78141	8	29
66999	78142	48	68
67000	78143	8	29
67001	78144	9	30
67001	78145	46	67
67002	78146	4	25
67002	78147	46	66
67003	78148	49	70
67650	78832	14	34
67650	78833	52	72
67651	78834	52	73
67652	78835	39	58
67652	78836	76	97
67653	78837	16	37
67653	78838	50	71
67654	78839	16	36
67656	78841	9	31
67656	78842	46	67
67657	78843	28	49
67657	78844	64	83
67658	78845	30	52
67659	78846	16	37
67659	78847	57	78
67660	78848	14	36
67660	78849	62	82
67661	78850	48	69
67662	78851	50	71
67662	98554	14	35
67663	78852	56	77
67664	78853	14	35
67664	78854	51	72
67665	78855	24	44
67665	78856	64	85
67666	78857	36	58
67667	78858	14	36
67667	78859	51	72
67668	78858	20	42
67668	78859	57	78
67669	78862	34	56
67670	78863	54	74
67671	78864	14	37
67671	78865	51	72
67672	78866	14	35
67672	78867	52	73
67673	78868	55	76
67674	78864	14	37
67674	78865	51	72
67675	78871	16	37
67675	78872	54	75
67676	78873	15	35
67676	78874	53	74
67677	78875	14	36
67677	78876	51	72
67678	78877	13	34
67678	78878	51	72
67679	78879	15	35
67679	78880	52	73
67680	78881	16	37
67680	78882	53	75
67681	78883	16	37
67681	78884	53	73
67682	78885	41	61
67683	78886	51	72
67684	78887	15	36
67685	78888	16	37
67685	78889	54	75
67686	78890	24	46
67686	78891	62	84
67687	78892	16	37
67687	78893	53	73
67688	78894	15	36
67688	78895	54	75
67689	78896	54	75
67690	78897	54	75
67691	78898	16	35
67691	78899	54	75
67692	78894	6	27
67692	78901	43	64
67693	78902	55	78
67694	78903	16	37
67694	78904	56	73
67695	78887	7	28
67696	78906	16	37
67696	78907	54	74
67697	78908	14	33
67697	78909	51	72
67698	78910	16	37
67698	78911	53	73
67699	78903	16	37
67699	78904	61	78
67700	78908	16	35
67700	78909	53	74
67701	78894	20	41
67701	78917	57	78
67702	78918	55	76
67703	78897	54	75
67704	78920	16	37
67704	78921	54	75
67705	78922	15	36
67705	78923	53	74
67706	78924	14	33
67707	78925	16	38
67707	78926	61	78
67708	78925	16	38
67708	78926	61	78
67709	78923	54	75
67710	78930	33	53
67710	78931	70	91
67711	78932	13	35
67711	78933	52	73
67712	78934	14	35
67712	78935	51	72
67713	78936	16	36
67713	78937	52	73
67714	77294	23	44
66263	96369	53	74
67715	78939	6	28
67715	98555	46	68
67716	78940	13	34
67717	78941	15	36
67717	78942	51	72
67718	78943	37	54
67718	78944	72	94
67719	78943	36	53
67719	78944	71	93
67720	78947	71	91
67720	96370	35	56
67721	78948	56	76
67722	78949	26	48
67722	78950	61	83
67723	78951	20	40
67723	78952	55	76
67724	78953	10	31
67725	78954	59	79
67725	96371	22	44
67726	78954	54	74
67726	96371	17	39
67727	78954	54	74
67727	96371	17	39
67732	78962	20	41
67732	78963	57	78
68039	79291	16	37
68039	79292	54	74
68040	79293	9	30
68040	96377	49	70
68041	79294	55	76
68042	79295	25	46
68042	79296	63	84
68055	76202	50	70
68055	98561	12	32
68056	79321	51	72
68082	79372	61	81
68083	79373	61	81
68084	79374	16	36
68085	79375	16	36
68086	79376	20	41
68086	79377	61	82
68087	79378	61	81
68088	79379	16	37
68088	79380	55	76
68089	79381	61	83
68090	79382	61	79
68091	79383	16	36
68092	79384	61	82
68092	96380	26	47
68093	79385	61	80
68094	79386	52	70
68095	79387	16	34
68096	79388	16	34
68097	79389	16	38
68098	79390	16	35
68099	79391	22	43
68099	79392	61	81
68100	79393	61	81
68101	79394	60	81
68101	96381	25	46
68102	79395	61	81
68103	79396	61	80
68104	79397	16	39
68105	79398	25	47
68105	79399	61	82
68106	79400	61	79
68107	79401	16	37
68107	79402	55	76
68108	79403	16	36
68109	79404	61	81
68110	79405	62	84
68111	79406	61	82
68112	79407	16	36
68113	79408	16	38
68113	79409	53	74
68114	79410	16	36
68115	79411	16	37
68115	96382	55	76
68116	79412	61	79
68117	79413	61	82
68118	79414	16	37
68119	79415	16	36
68120	79416	25	46
68120	79417	61	82
68121	79418	16	36
68122	79413	61	82
68123	79420	24	45
68123	79421	61	84
68124	79422	22	44
68124	79423	61	82
68125	79422	22	44
68125	79423	61	82
68126	79426	16	37
68126	79427	56	76
68127	79428	16	35
68128	79429	16	37
68129	79430	16	40
68129	79431	79	97
68130	79432	61	81
68131	79433	16	36
68132	79434	16	37
68133	79435	61	82
68134	79436	61	80
68135	79413	61	82
68135	79437	25	46
68136	79439	61	83
68137	79440	16	37
68138	79441	16	38
68139	79442	61	82
68140	79443	61	79
68141	79444	16	38
68142	79445	61	81
68143	79446	61	81
68144	79447	16	40
68145	79448	16	35
68146	79449	16	36
68147	79450	40	62
68148	79451	16	40
68149	79452	61	80
68150	79453	54	76
68151	79454	18	39
68151	79455	61	82
68152	79456	16	37
68152	79457	56	77
68153	79458	25	46
68153	79459	61	82
68154	79460	16	37
68155	79461	16	38
68156	79462	61	84
68157	79463	61	80
68158	79464	61	81
68159	79465	61	81
68160	79466	16	38
68161	79467	16	37
68161	79468	54	74
68162	79469	15	35
68162	79470	52	73
68163	79471	61	79
68164	79472	16	37
68165	79473	23	44
68165	79474	61	81
68166	79475	22	42
68166	79476	61	82
68167	79477	61	82
68168	79478	16	36
68169	79479	16	35
68169	79480	54	75
68170	79481	61	79
68171	79482	61	83
68172	79483	61	82
68173	79484	16	38
68174	79485	61	83
68175	79486	61	84
68176	79487	16	40
68177	79488	61	83
68178	79489	61	81
68179	79490	16	39
68180	79491	16	37
68180	96385	51	72
68181	79492	61	82
68182	79493	61	79
68183	79494	61	79
68184	79495	61	79
68185	79496	16	36
68186	79497	16	34
68187	79498	61	82
68188	79499	16	36
68189	79500	16	37
68190	79501	61	81
68190	96386	21	45
68191	79502	25	46
68191	79503	61	82
68192	79504	51	74
68193	79505	61	81
68194	79502	25	46
68194	79503	61	82
68195	79508	15	36
68196	79509	16	37
68196	79510	55	76
68197	79511	13	33
68198	79512	16	36
68198	79513	51	72
68199	79514	16	37
68199	79515	51	72
68200	79516	61	82
68201	79517	43	63
68202	79518	61	81
68203	79519	61	83
68204	79520	61	85
68205	79521	61	82
68205	96387	22	43
68206	79522	16	37
68206	96388	52	72
68207	79523	48	70
68208	79524	16	38
68208	79525	53	74
68275	79626	52	73
68275	98564	15	36
68276	79627	42	64
68277	79628	29	51
68277	79629	68	88
68278	79630	43	65
68279	79631	27	49
68279	79632	61	83
68280	79633	1	19
68280	79634	65	85
68281	79635	42	63
68282	79636	42	61
68283	79637	16	37
68284	79638	13	33
68285	79639	11	32
68286	79640	15	36
68286	96390	51	72
68287	79641	48	71
68288	79642	24	45
68288	79643	64	86
68289	79644	15	35
68289	96391	53	74
68290	79645	17	41
68290	79646	57	79
68291	79647	14	35
68292	79648	30	51
68292	79649	69	91
68293	79650	65	86
68293	96392	29	50
68294	79635	41	62
68295	79644	15	35
68295	96394	53	74
68296	79653	49	70
68297	79654	18	40
68298	79655	20	39
68299	79656	18	39
68300	79657	56	76
68301	79658	7	28
68302	79659	11	32
68303	79660	24	45
68810	80312	69	89
68811	80313	20	42
69103	80683	10	32
69103	80684	45	64
69204	80836	11	34
69205	80837	11	32
69206	80838	52	73
69207	80839	45	65
69208	78951	20	40
69208	78952	55	76
69209	80842	11	32
69209	80843	48	69
69210	80844	47	68
69211	80845	11	31
69212	80846	11	32
69213	80847	11	31
69213	80848	46	67
69214	80849	46	67
69215	80850	10	34
69215	80851	54	75
69216	80852	49	69
69217	80853	11	32
69217	80854	45	65
69218	80855	11	32
69218	80856	50	71
69219	80857	11	33
69219	80858	57	78
69220	80859	49	69
69221	80860	11	32
69234	80884	11	32
69234	80885	68	89
69235	80886	11	32
69235	80887	43	64
69236	80888	1	20
69236	80889	66	86
69237	80890	48	69
69238	80891	43	62
69239	80892	11	31
69239	96408	46	67
69240	80893	47	68
69241	80894	11	32
69241	80895	41	62
69242	80896	49	68
69243	80897	45	67
69244	80898	11	32
69245	80899	46	67
69380	81048	51	70
69381	81049	2	26
69382	81050	57	79
69383	81051	4	23
69384	81052	10	31
69384	78952	44	65
69418	81091	47	68
69419	81092	15	36
69420	81093	56	78
69421	81094	15	36
69422	81095	51	72
69422	98585	14	33
69423	81096	15	36
69424	81097	15	38
69424	98586	50	70
69425	81098	60	80
69426	81099	47	69
69427	81099	47	69
69428	81099	47	69
69429	81099	47	69
69430	81103	13	34
69431	81104	55	75
69432	81105	54	75
69438	81111	4	24
69921	81740	56	76
69921	98588	30	47
69922	81741	15	35
69923	81742	41	62
69924	81743	14	34
69925	81744	62	84
69926	81745	48	74
69927	81746	61	83
69961	81795	1	22
69961	81796	69	90
69963	81799	1	26
69963	81800	54	75
69966	81803	69	88
69966	98589	1	17
69968	81805	1	21
69968	81806	52	71
69969	81807	47	69
69969	98590	1	24
69971	81809	5	24
69973	93234	63	82
69973	98591	4	25
69974	81812	57	78
69976	81814	81	102
69976	98593	2	23
69977	81815	82	102
69977	98594	50	70
69978	81816	62	81
69978	98595	1	23
69982	81820	9	30
69983	81821	13	33
69984	81822	6	26
69985	81823	90	111
69986	81824	4	24
69987	81825	8	27
69988	81826	4	24
69989	81827	8	28
69989	81828	52	69
69990	81829	12	31
69993	81834	53	74
69994	81835	29	50
69995	81836	51	72
69995	96410	12	32
69996	81836	52	73
69997	81838	47	67
69998	81839	16	37
69999	81840	86	108
70000	81840	70	92
70001	81842	53	71
70002	81843	14	37
70003	81844	32	53
70004	81845	10	31
70005	81846	48	69
70006	81847	49	69
70007	81848	52	68
70008	81849	62	83
70009	81850	15	36
70010	81851	75	95
70011	81851	73	93
70012	81851	73	93
70013	81851	77	97
70014	81851	77	97
70015	81851	56	76
70016	81851	39	59
70017	81851	66	86
70018	81859	52	73
70019	81860	20	41
70019	96412	53	74
70020	81861	51	72
70021	81862	5	26
70022	81863	51	69
70023	81863	59	77
70024	81863	54	72
70025	81863	63	81
70026	81863	52	70
70027	81868	55	80
70028	81869	45	65
70029	81870	11	29
70030	81871	40	61
70030	96413	74	97
70031	81872	4	30
70032	81873	41	62
70033	81874	24	44
70034	81875	5	25
70035	81876	24	44
70036	81877	18	41
70037	81878	28	50
70038	81879	35	56
70039	81880	22	42
70040	81881	44	64
70041	81882	14	31
70042	81883	54	75
70042	96414	15	37
70043	81884	5	23
70044	81885	14	35
70045	81886	13	34
70046	81887	10	31
70047	81888	15	35
70048	81889	14	35
70049	81890	87	108
70050	81891	13	35
70051	81892	12	32
70052	81893	5	22
70053	81894	67	88
70054	81895	13	35
70055	81896	20	45
70056	81897	76	100
70058	81899	21	42
70059	81899	16	37
70060	81899	29	50
70061	81899	17	38
70061	96416	71	93
70062	81903	18	34
70063	81904	12	31
70064	81905	6	22
70065	81906	27	43
70066	81907	47	68
70066	96417	8	31
70067	81908	47	68
70068	81909	39	60
70069	81909	39	60
70070	81909	39	60
70071	81909	11	32
70072	81913	50	71
70073	81914	15	31
70075	81916	33	49
70076	81917	9	28
70077	79647	14	35
70078	81919	30	51
70079	81920	45	65
70080	81921	3	27
70080	98596	43	62
70081	81922	5	26
70082	81923	3	24
70083	81923	6	27
70083	96419	40	61
70088	81929	11	34
70088	81930	49	71
70089	81931	55	72
70089	96420	15	36
70090	81932	80	101
70090	96421	41	61
70289	82131	14	35
70290	82132	14	35
70290	96422	49	71
70292	82134	53	70
70293	82135	51	69
70295	82137	57	77
70296	82138	61	84
70705	82804	1	22
70706	82805	1	21
70707	82806	1	22
70884	83010	40	61
70885	83011	39	61
70886	83012	30	50
70887	83013	1	23
70888	83013	1	23
71790	84034	42	60
71791	79636	42	61
71792	84034	42	60
71793	84037	36	53
71794	84038	49	66
71925	84192	12	32
71926	84193	16	36
71926	84194	49	70
71927	84195	12	32
71928	84196	12	34
71928	84197	49	68
71929	84198	46	67
71930	84199	49	70
71931	84200	13	34
71931	84201	50	71
71932	84202	12	33
71932	84203	47	66
73547	85913	48	69
73548	85914	26	44
73549	85915	33	52
74030	86462	2	21
74031	86463	61	83
74032	86464	1	23
74171	86636	8	29
74175	86643	13	34
74175	86644	49	69
74176	86645	21	42
74176	86646	58	79
74177	86647	14	34
74177	86648	51	71
74178	86649	51	71
74179	86650	8	29
74796	87428	54	75
74797	87429	18	41
74797	87430	59	79
74798	87431	16	37
75953	88843	43	64
75954	88844	42	62
76455	89421	54	72
76531	89499	4	24
77541	90835	6	25
77542	90836	45	66
77543	90836	42	63
77544	90838	46	66
77544	94140	13	32
77545	90839	45	67
77546	90839	44	66
77547	90839	44	66
77548	90842	9	28
77549	90842	9	28
77550	90844	51	71
77550	94141	13	33
77551	90845	47	68
77551	94142	12	33
77552	90846	10	31
77553	90847	49	65
77554	90848	7	27
77554	94143	42	63
77555	90849	52	74
77556	90850	10	29
77557	90851	10	31
77557	90852	46	67
77558	90853	11	33
77558	94144	47	68
77559	90854	5	27
77560	90855	9	30
77560	94145	47	68
77561	90857	44	64
77562	90857	44	64
77563	90860	4	26
77564	90861	8	31
77565	90862	10	31
77566	90863	34	52
77567	90864	45	67
77568	90865	10	31
77569	90866	52	74
77570	90867	10	32
77570	94146	49	70
77571	90868	48	69
77572	90869	7	30
77573	90870	48	71
77574	90871	10	32
77575	90872	60	81
77575	94147	12	32
77576	90873	10	30
77576	96447	46	70
77577	90874	10	28
77578	90875	49	70
77579	90876	4	28
77580	90877	49	71
77581	90878	13	34
77581	90879	48	69
77582	90880	49	72
77582	94148	12	33
77583	90881	10	31
77584	90882	50	71
77585	90883	6	29
77586	90884	49	70
77587	90885	10	31
77588	90886	51	73
77589	90887	49	70
77589	94149	12	33
77590	90888	10	30
77591	90889	45	66
77591	94150	11	32
77592	90890	50	72
77593	90891	50	71
77593	94151	12	32
77594	90892	54	75
77595	90893	52	72
77596	90894	8	29
77596	94152	49	69
77597	90895	10	31
77597	94153	58	79
77598	90896	50	71
77598	94154	13	33
77599	90896	50	71
77599	94154	13	33
77600	90898	10	31
77601	90899	54	75
77601	94157	13	34
77602	94157	11	32
77602	90899	52	73
77603	90901	10	32
77604	90902	10	32
77604	94159	52	72
77605	90903	10	31
77606	90904	10	31
77607	90905	10	31
77608	90906	60	82
77609	90907	10	28
77610	90908	54	75
77611	90909	9	25
77612	90910	12	33
77613	90911	10	31
77614	90912	10	33
77615	90913	43	64
77615	94160	5	26
77616	90914	10	32
77617	90915	15	37
77617	90916	51	72
77618	90839	44	66
77619	90918	10	32
77620	90919	10	31
77621	90920	60	78
77622	90921	54	74
77622	94161	11	33
77623	90922	11	27
77624	90923	52	73
77625	90924	18	42
77625	90925	62	83
77626	90924	14	38
77626	90925	58	79
77627	90923	52	73
77628	90924	18	42
77628	90925	62	83
77629	90923	52	73
77630	90932	10	32
77631	90933	9	27
77632	90934	4	20
77633	90935	10	31
77634	90936	10	33
77634	96449	44	66
77635	90937	8	30
77636	90938	10	32
77636	90939	50	72
77637	90940	16	37
77637	90941	53	73
77638	90894	9	30
77638	94152	50	70
77639	90943	44	63
77639	94164	7	29
77640	90944	53	75
77641	90945	46	66
77641	94165	9	33
77642	90946	44	61
77643	90947	14	33
77643	96450	47	69
77644	90948	46	68
77644	96451	9	30
77645	90949	10	32
77646	90950	1	22
77647	90951	10	30
77647	94166	45	66
77648	90952	11	27
77649	90953	10	27
77650	90894	9	30
77652	90956	46	65
77652	96452	8	30
77653	90957	8	30
77654	90958	49	70
77655	90959	10	32
77656	90959	10	32
77657	90961	13	34
77657	90962	54	75
77658	90963	1	17
77659	90964	13	34
77659	90965	50	70
77660	90966	9	30
77661	90966	8	29
77662	90968	10	34
79210	93081	11	28
79211	93082	11	27
79212	93083	11	26
79213	93084	11	35
79214	93085	52	68
79215	93086	11	27
79216	93087	11	30
79217	93088	45	62
79218	93089	11	32
79219	93090	69	86
79220	93091	11	27
79221	93092	11	28
79222	93093	11	27
79223	93094	11	28
79224	93095	65	81
79225	93096	11	28
79226	93097	56	74
79227	93098	54	71
79228	93099	32	47
79229	93100	11	28
79230	93101	48	66
79231	93102	11	30
79232	93103	11	28
79233	93104	11	27
79234	93105	11	28
79235	93106	55	71
79236	93107	11	27
79237	93108	38	55
79238	93109	11	27
79239	93110	43	63
79240	93111	50	70
79241	93112	42	59
79242	93113	43	62
79243	93114	11	28
79244	93115	59	76
79245	93116	11	27
79246	93117	70	91
79247	93118	11	29
79248	93119	41	58
79249	93120	35	51
79250	93121	44	66
79251	93122	11	27
79252	93123	35	53
79253	93124	11	28
79254	93125	11	30
79255	93126	11	29
79256	93127	33	48
79257	93128	71	89
79258	93129	30	45
79259	93130	11	26
79260	93131	28	44
79261	93132	11	31
79261	93133	54	75
79262	93134	34	54
79263	93135	11	31
79264	93136	56	73
79265	93137	11	27
79266	93138	11	30
79267	93139	39	57
79268	93140	37	54
79269	93141	11	28
79270	93142	11	27
79271	93143	11	27
79272	93144	64	81
79273	93145	35	52
79274	93146	11	31
79275	93147	33	48
79276	93148	42	59
79277	93149	11	31
79278	93150	40	57
79279	93151	11	28
79280	93152	11	27
79281	93153	11	28
79282	93154	11	27
79283	93155	11	29
79284	93156	41	57
79285	93157	40	57
79286	93158	11	29
79287	93159	67	85
79288	93160	11	26
79289	93161	43	61
79290	93162	77	95
79291	93163	11	28
79292	93164	30	46
79357	81746	61	83
79358	81746	61	83
79359	93234	63	82
79360	81868	55	80
79361	81868	55	80
79363	85913	48	69
79364	81851	73	93
79365	81851	73	93
79366	81851	73	93
79368	93152	11	27
79369	93103	11	28
79381	93265	22	44
79381	93266	66	88
79382	93267	16	36
79382	98747	42	62
79383	93268	12	33
79383	93269	51	70
79384	93270	51	74
79385	93271	42	61
79386	93272	52	72
79387	93273	14	35
79388	93274	16	37
79388	93275	53	76
79389	93276	15	37
79389	93277	53	75
79390	93278	51	71
79391	93279	19	40
79391	93280	60	82
79392	93281	10	31
79392	98748	50	72
79393	93282	52	73
79394	93283	16	37
79394	94170	47	68
79395	93284	66	87
79396	93285	58	79
79396	98749	23	44
79397	93286	16	35
79398	93287	14	35
79398	93288	50	71
79399	93289	23	42
79399	93290	58	78
79431	93349	58	79
79433	93352	28	48
79434	93353	47	65
79435	93354	4	22
79436	93355	64	87
79437	93356	1	18
79438	93357	75	92
79439	93358	38	56
79440	93359	1	21
79441	93360	49	65
79442	93361	69	89
79443	93362	3	24
79444	93363	14	35
79445	93364	59	79
79446	93365	60	80
79447	93366	21	42
79448	93367	55	78
79449	93368	21	41
79449	93369	58	80
79450	93370	21	42
79450	94171	59	80
79451	93371	25	42
79452	93372	29	49
79453	93373	9	30
79453	93374	45	66
79454	93375	9	29
79456	93377	40	63
79457	93378	60	81
79458	93379	15	37
79460	93381	9	30
79461	93382	12	34
79461	93383	43	64
79463	93385	39	60
79463	94172	3	24
79464	93386	9	28
79464	93387	69	90
79465	93388	6	28
79465	93389	44	65
79466	93390	14	35
79466	93391	50	72
79467	93392	9	30
79467	93393	45	66
79468	93394	50	70
79468	94173	15	36
79469	93395	15	36
79470	93396	48	68
79471	93397	6	27
79472	93398	55	76
79473	93399	35	58
79474	93400	60	81
79474	94174	15	35
79475	93401	10	31
79475	93402	50	71
79476	93403	10	32
79477	93404	15	37
79477	94175	56	77
79478	93405	6	29
79478	93406	44	67
79519	93448	1	20
79520	93449	1	22
79528	93462	36	54
79529	93462	36	54
79530	93464	93	114
79531	93465	46	67
79531	93466	86	107
79532	93467	5	26
79533	93468	71	92
79534	93469	63	82
79535	93470	12	33
